Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
04/20/2020,Chemung,2,75,32,948
04/20/2020,Chenango,1,79,7,493
04/20/2020,Clinton,0,51,17,544
04/20/2020,Columbia,2,113,24,913
04/20/2020,Cortland,0,25,2,841
04/20/2020,Delaware,0,49,3,430
04/20/2020,Dutchess,47,2331,209,10586
04/20/2020,Erie,38,2147,258,9106
04/20/2020,Essex,1,21,5,220
04/20/2020,Franklin,0,13,3,256
04/20/2020,Fulton,0,27,4,453
04/20/2020,Genesee,2,121,8,657
04/20/2020,Greene,1,87,16,677
04/20/2020,Hamilton,0,3,0,28
04/20/2020,Herkimer,1,50,7,520
04/20/2020,Jefferson,0,54,7,1224
04/20/2020,Kings,664,37694,2300,78960
04/20/2020,Lewis,0,9,1,211
04/20/2020,Livingston,0,39,21,469
04/20/2020,Madison,0,106,1,784
04/20/2020,Monroe,16,1070,229,9385
04/20/2020,Montgomery,2,37,3,361
04/20/2020,Nassau,402,31079,1385,72874
04/20/2020,New York,231,18699,1099,48257
04/20/2020,Niagara,5,260,53,1391
04/20/2020,Oneida,5,284,133,2026
04/20/2020,Onondaga,5,514,101,7025
04/20/2020,Ontario,1,72,43,976
04/20/2020,Orange,79,6561,298,19075
04/20/2020,Orleans,7,53,33,384
04/20/2020,Oswego,1,49,12,1027
04/20/2020,Otsego,0,49,10,749
04/20/2020,Putnam,6,605,30,2239
04/20/2020,Queens,799,42822,2498,85330
04/20/2020,Rensselaer,6,183,50,2412
04/20/2020,Richmond,208,10121,882,25291
04/20/2020,Rockland,111,9568,407,22672
04/20/2020,Saratoga,3,257,42,3350
04/20/2020,Schenectady,4,273,23,2275
04/20/2020,Schoharie,0,20,4,310
04/20/2020,Schuyler,0,7,4,189
04/20/2020,Seneca,0,18,0,248
04/20/2020,St. Lawrence,10,120,17,1182
04/20/2020,Steuben,3,170,33,1117
04/20/2020,Suffolk,492,28154,1482,69080
04/20/2020,Sullivan,11,555,44,2524
04/20/2020,Tioga,0,37,5,439
04/20/2020,Tompkins,0,119,4,2746
04/20/2020,Ulster,16,893,85,5541
04/20/2020,Warren,1,102,13,905
04/20/2020,Washington,3,68,12,614
04/20/2020,Wayne,1,51,8,725
04/20/2020,Westchester,350,24656,1208,74548
04/20/2020,Wyoming,0,36,6,318
04/20/2020,Yates,0,10,1,179
04/19/2020,Albany,5,687,103,7135
04/19/2020,Allegany,0,30,5,360
04/19/2020,Bronx,549,29372,1707,60312
04/19/2020,Broome,7,199,43,1426
04/19/2020,Cattaraugus,0,34,1,472
04/19/2020,Cayuga,0,36,12,618
04/19/2020,Chautauqua,0,25,9,636
04/19/2020,Chemung,0,73,17,916
04/19/2020,Chenango,0,78,11,486
04/19/2020,Clinton,2,51,10,527
04/19/2020,Columbia,4,111,17,889
04/19/2020,Cortland,0,25,12,839
04/19/2020,Delaware,0,49,5,427
04/19/2020,Dutchess,44,2284,357,10377
04/19/2020,Erie,39,2109,199,8848
04/19/2020,Essex,2,20,4,215
04/19/2020,Franklin,0,13,5,253
04/19/2020,Fulton,0,27,3,449
04/19/2020,Genesee,2,119,14,649
04/19/2020,Greene,1,86,8,661
04/19/2020,Hamilton,0,3,0,28
04/19/2020,Herkimer,0,49,23,513
04/19/2020,Jefferson,0,54,23,1217
04/19/2020,Kings,548,37030,1835,76660
04/19/2020,Lewis,1,9,7,210
04/19/2020,Livingston,0,39,7,448
04/19/2020,Madison,0,106,4,783
04/19/2020,Monroe,22,1054,188,9156
04/19/2020,Montgomery,0,35,4,358
04/19/2020,Nassau,664,30677,2196,71489
04/19/2020,New York,248,18468,954,47158
04/19/2020,Niagara,9,255,48,1338
04/19/2020,Oneida,4,279,75,1893
04/19/2020,Onondaga,11,509,113,6924
04/19/2020,Ontario,1,71,20,933
04/19/2020,Orange,103,6482,278,18777
04/19/2020,Orleans,0,46,3,351
04/19/2020,Oswego,1,48,18,1015
04/19/2020,Otsego,1,49,10,739
04/19/2020,Putnam,7,599,21,2209
04/19/2020,Queens,786,42023,2428,82832
04/19/2020,Rensselaer,4,177,51,2362
04/19/2020,Richmond,239,9913,874,24409
04/19/2020,Rockland,93,9457,316,22265
04/19/2020,Saratoga,3,254,32,3308
04/19/2020,Schenectady,1,269,23,2252
04/19/2020,Schoharie,0,20,4,306
04/19/2020,Schuyler,1,7,4,185
04/19/2020,Seneca,0,18,2,248
04/19/2020,St. Lawrence,5,110,24,1165
04/19/2020,Steuben,0,167,4,1084
04/19/2020,Suffolk,774,27662,2278,67598
04/19/2020,Sullivan,7,544,30,2480
04/19/2020,Tioga,2,37,6,434
04/19/2020,Tompkins,2,119,47,2742
04/19/2020,Ulster,23,877,167,5456
04/19/2020,Warren,5,101,20,892
04/19/2020,Washington,2,65,9,602
04/19/2020,Wayne,0,50,2,717
04/19/2020,Westchester,503,24306,1599,73340
04/19/2020,Wyoming,0,36,4,312
04/19/2020,Yates,1,10,13,178
04/18/2020,Albany,34,682,305,7032
04/18/2020,Allegany,0,30,7,355
04/18/2020,Bronx,804,28823,2162,58605
04/18/2020,Broome,6,192,52,1383
04/18/2020,Cattaraugus,0,34,17,471
04/18/2020,Cayuga,0,36,9,606
04/18/2020,Chautauqua,0,25,20,627
04/18/2020,Chemung,1,73,15,899
04/18/2020,Chenango,1,78,13,475
04/18/2020,Clinton,1,49,12,517
04/18/2020,Columbia,2,107,34,872
04/18/2020,Cortland,0,25,11,827
04/18/2020,Delaware,0,49,10,422
04/18/2020,Dutchess,39,2240,196,10020
04/18/2020,Erie,73,2070,367,8649
04/18/2020,Essex,2,18,10,211
04/18/2020,Franklin,0,13,9,248
04/18/2020,Fulton,0,27,17,446
04/18/2020,Genesee,30,117,56,635
04/18/2020,Greene,3,85,24,653
04/18/2020,Hamilton,0,3,1,28
04/18/2020,Herkimer,2,49,20,490
04/18/2020,Jefferson,4,54,53,1194
04/18/2020,Kings,719,36482,2390,74825
04/18/2020,Lewis,0,8,14,203
04/18/2020,Livingston,2,39,30,441
04/18/2020,Madison,1,106,7,779
04/18/2020,Monroe,24,1032,202,8968
04/18/2020,Montgomery,1,35,4,354
04/18/2020,Nassau,833,30013,2658,69293
04/18/2020,New York,288,18220,1093,46204
04/18/2020,Niagara,12,246,69,1290
04/18/2020,Oneida,7,275,52,1818
04/18/2020,Onondaga,6,498,118,6811
04/18/2020,Ontario,1,70,24,913
04/18/2020,Orange,113,6379,411,18499
04/18/2020,Orleans,5,46,35,348
04/18/2020,Oswego,2,47,18,997
04/18/2020,Otsego,1,48,18,729
04/18/2020,Putnam,10,592,37,2188
04/18/2020,Queens,1021,41237,3338,80404
04/18/2020,Rensselaer,9,173,117,2311
04/18/2020,Richmond,341,9674,1288,23535
04/18/2020,Rockland,193,9364,547,21949
04/18/2020,Saratoga,7,251,105,3276
04/18/2020,Schenectady,9,268,36,2229
04/18/2020,Schoharie,0,20,2,302
04/18/2020,Schuyler,0,6,0,181
04/18/2020,Seneca,0,18,5,246
04/18/2020,St. Lawrence,7,105,25,1141
04/18/2020,Steuben,7,167,100,1080
04/18/2020,Suffolk,745,26888,2392,65320
04/18/2020,Sullivan,13,537,38,2450
04/18/2020,Tioga,3,35,10,428
04/18/2020,Tompkins,0,117,41,2695
04/18/2020,Ulster,34,854,170,5289
04/18/2020,Warren,2,96,27,872
04/18/2020,Washington,11,63,35,593
04/18/2020,Wayne,1,50,6,715
04/18/2020,Westchester,624,23803,2133,71741
04/18/2020,Wyoming,0,36,6,308
04/18/2020,Yates,0,9,2,165
04/17/2020,Albany,29,648,291,6727
04/17/2020,Allegany,1,30,15,348
04/17/2020,Bronx,984,28019,2597,56443
04/17/2020,Broome,8,186,64,1331
04/17/2020,Cattaraugus,0,34,15,454
04/17/2020,Cayuga,0,36,9,597
04/17/2020,Chautauqua,0,25,22,607
04/17/2020,Chemung,1,72,32,884
04/17/2020,Chenango,1,77,11,462
04/17/2020,Clinton,1,48,16,505
04/17/2020,Columbia,4,105,32,838
04/17/2020,Cortland,0,25,19,816
04/17/2020,Delaware,1,49,8,412
04/17/2020,Dutchess,59,2201,381,9824
04/17/2020,Erie,68,1997,262,8282
04/17/2020,Essex,1,16,5,201
04/17/2020,Franklin,0,13,9,239
04/17/2020,Fulton,0,27,7,429
04/17/2020,Genesee,4,87,13,579
04/17/2020,Greene,5,82,28,629
04/17/2020,Hamilton,0,3,1,27
04/17/2020,Herkimer,1,47,18,470
04/17/2020,Jefferson,0,50,16,1141
04/17/2020,Kings,1058,35763,3016,72435
04/17/2020,Lewis,0,8,0,189
04/17/2020,Livingston,3,37,20,411
04/17/2020,Madison,0,105,6,772
04/17/2020,Monroe,33,1008,260,8766
04/17/2020,Montgomery,1,34,4,350
04/17/2020,Nassau,641,29180,1973,66635
04/17/2020,New York,442,17932,1585,45111
04/17/2020,Niagara,7,234,53,1221
04/17/2020,Oneida,7,268,85,1766
04/17/2020,Onondaga,9,492,152,6693
04/17/2020,Ontario,2,69,33,889
04/17/2020,Orange,182,6266,575,18088
04/17/2020,Orleans,7,41,14,313
04/17/2020,Oswego,0,45,14,979
04/17/2020,Otsego,3,47,18,711
04/17/2020,Putnam,4,582,13,2151
04/17/2020,Queens,1125,40216,3347,77066
04/17/2020,Rensselaer,14,164,135,2194
04/17/2020,Richmond,302,9333,1106,22247
04/17/2020,Rockland,184,9171,610,21402
04/17/2020,Saratoga,8,244,98,3171
04/17/2020,Schenectady,9,259,38,2193
04/17/2020,Schoharie,0,20,1,300
04/17/2020,Schuyler,0,6,4,181
04/17/2020,Seneca,0,18,2,241
04/17/2020,St. Lawrence,2,98,6,1116
04/17/2020,Steuben,6,160,92,980
04/17/2020,Suffolk,1108,26143,3385,62928
04/17/2020,Sullivan,19,524,92,2412
04/17/2020,Tioga,2,32,16,418
04/17/2020,Tompkins,0,117,44,2654
04/17/2020,Ulster,32,820,239,5119
04/17/2020,Warren,3,94,38,845
04/17/2020,Washington,4,52,25,558
04/17/2020,Wayne,0,49,7,709
04/17/2020,Westchester,703,23179,2298,69608
04/17/2020,Wyoming,1,36,6,302
04/17/2020,Yates,1,9,28,163
04/16/2020,Albany,38,619,273,6436
04/16/2020,Allegany,1,29,21,333
04/16/2020,Bronx,1103,27035,2793,53846
04/16/2020,Broome,11,178,82,1267
04/16/2020,Cattaraugus,2,34,31,439
04/16/2020,Cayuga,0,36,1,588
04/16/2020,Chautauqua,1,25,32,585
04/16/2020,Chemung,1,71,9,852
04/16/2020,Chenango,3,76,16,451
04/16/2020,Clinton,1,47,21,489
04/16/2020,Columbia,2,101,20,806
04/16/2020,Cortland,1,25,13,797
04/16/2020,Delaware,1,48,10,404
04/16/2020,Dutchess,57,2142,300,9443
04/16/2020,Erie,79,1929,348,8020
04/16/2020,Essex,3,15,6,196
04/16/2020,Franklin,0,13,3,230
04/16/2020,Fulton,2,27,16,422
04/16/2020,Genesee,5,83,21,566
04/16/2020,Greene,3,77,16,601
04/16/2020,Hamilton,0,3,6,26
04/16/2020,Herkimer,3,46,30,452
04/16/2020,Jefferson,2,50,31,1125
04/16/2020,Kings,1184,34705,3347,69419
04/16/2020,Lewis,0,8,2,189
04/16/2020,Livingston,2,34,18,391
04/16/2020,Madison,0,105,2,766
04/16/2020,Monroe,43,975,296,8506
04/16/2020,Montgomery,1,33,10,346
04/16/2020,Nassau,767,28539,2386,64662
04/16/2020,New York,399,17490,1476,43526
04/16/2020,Niagara,11,227,56,1168
04/16/2020,Oneida,12,261,82,1681
04/16/2020,Onondaga,21,483,181,6541
04/16/2020,Ontario,2,67,34,856
04/16/2020,Orange,196,6084,512,17513
04/16/2020,Orleans,0,34,4,299
04/16/2020,Oswego,1,45,28,965
04/16/2020,Otsego,0,44,9,693
04/16/2020,Putnam,5,578,11,2138
04/16/2020,Queens,1173,39091,3056,73719
04/16/2020,Rensselaer,13,150,100,2059
04/16/2020,Richmond,347,9031,1084,21141
04/16/2020,Rockland,235,8987,678,20792
04/16/2020,Saratoga,5,236,77,3073
04/16/2020,Schenectady,5,250,35,2155
04/16/2020,Schoharie,0,20,0,299
04/16/2020,Schuyler,0,6,8,177
04/16/2020,Seneca,0,18,3,239
04/16/2020,St. Lawrence,3,96,16,1110
04/16/2020,Steuben,0,154,25,888
04/16/2020,Suffolk,853,25035,2496,59543
04/16/2020,Sullivan,68,505,192,2320
04/16/2020,Tioga,3,30,13,402
04/16/2020,Tompkins,1,117,36,2610
04/16/2020,Ulster,27,788,142,4880
04/16/2020,Warren,10,91,41,807
04/16/2020,Washington,2,48,19,533
04/16/2020,Wayne,0,49,7,702
04/16/2020,Westchester,648,22476,2042,67310
04/16/2020,Wyoming,1,35,11,296
04/16/2020,Yates,1,8,10,135
04/15/2020,Albany,33,581,301,6163
04/15/2020,Allegany,0,28,8,312
04/15/2020,Bronx,1279,25932,2939,51053
04/15/2020,Broome,14,167,74,1185
04/15/2020,Cattaraugus,0,32,14,408
04/15/2020,Cayuga,0,36,10,587
04/15/2020,Chautauqua,0,24,29,553
04/15/2020,Chemung,1,70,18,843
04/15/2020,Chenango,2,73,21,435
04/15/2020,Clinton,1,46,17,468
04/15/2020,Columbia,3,99,28,786
04/15/2020,Cortland,1,24,17,784
04/15/2020,Delaware,1,47,9,394
04/15/2020,Dutchess,37,2085,314,9143
04/15/2020,Erie,99,1850,394,7672
04/15/2020,Essex,0,12,8,190
04/15/2020,Franklin,0,13,11,227
04/15/2020,Fulton,1,25,13,406
04/15/2020,Genesee,2,78,12,545
04/15/2020,Greene,1,74,16,585
04/15/2020,Hamilton,0,3,0,20
04/15/2020,Herkimer,3,43,23,422
04/15/2020,Jefferson,1,48,33,1094
04/15/2020,Kings,1552,33521,3724,66072
04/15/2020,Lewis,1,8,7,187
04/15/2020,Livingston,1,32,8,373
04/15/2020,Madison,0,105,7,764
04/15/2020,Monroe,48,932,259,8210
04/15/2020,Montgomery,0,32,5,336
04/15/2020,Nassau,1057,27772,2814,62276
04/15/2020,New York,474,17091,1533,42050
04/15/2020,Niagara,12,216,82,1112
04/15/2020,Oneida,3,249,32,1599
04/15/2020,Onondaga,13,462,134,6360
04/15/2020,Ontario,3,65,31,822
04/15/2020,Orange,172,5888,521,17001
04/15/2020,Orleans,1,34,5,295
04/15/2020,Oswego,2,44,18,937
04/15/2020,Otsego,0,44,15,684
04/15/2020,Putnam,2,573,6,2127
04/15/2020,Queens,1153,37918,3144,70663
04/15/2020,Rensselaer,13,137,106,1959
04/15/2020,Richmond,386,8684,1184,20057
04/15/2020,Rockland,278,8752,830,20114
04/15/2020,Saratoga,4,231,92,2996
04/15/2020,Schenectady,8,245,45,2120
04/15/2020,Schoharie,0,20,5,299
04/15/2020,Schuyler,0,6,5,169
04/15/2020,Seneca,0,18,2,236
04/15/2020,St. Lawrence,1,93,48,1094
04/15/2020,Steuben,3,154,20,863
04/15/2020,Suffolk,904,24182,2536,57047
04/15/2020,Sullivan,13,437,39,2128
04/15/2020,Tioga,2,27,16,389
04/15/2020,Tompkins,1,116,73,2574
04/15/2020,Ulster,28,761,189,4738
04/15/2020,Warren,4,81,35,766
04/15/2020,Washington,4,46,24,514
04/15/2020,Wayne,1,49,12,695
04/15/2020,Westchester,881,21828,2642,65268
04/15/2020,Wyoming,0,34,8,285
04/15/2020,Yates,1,7,2,125
04/14/2020,Albany,13,548,106,5862
04/14/2020,Allegany,0,28,10,304
04/14/2020,Bronx,1387,24653,2622,48114
04/14/2020,Broome,7,153,73,1111
04/14/2020,Cattaraugus,0,32,11,394
04/14/2020,Cayuga,3,36,10,577
04/14/2020,Chautauqua,1,24,19,524
04/14/2020,Chemung,5,69,43,825
04/14/2020,Chenango,3,71,17,414
04/14/2020,Clinton,0,45,8,451
04/14/2020,Columbia,12,96,55,758
04/14/2020,Cortland,1,23,6,767
04/14/2020,Delaware,1,46,7,385
04/14/2020,Dutchess,114,2048,487,8829
04/14/2020,Erie,83,1751,326,7278
04/14/2020,Essex,0,12,3,182
04/14/2020,Franklin,0,13,4,216
04/14/2020,Fulton,2,24,9,393
04/14/2020,Genesee,0,76,15,533
04/14/2020,Greene,7,73,25,569
04/14/2020,Hamilton,0,3,0,20
04/14/2020,Herkimer,1,40,9,399
04/14/2020,Jefferson,0,47,1,1061
04/14/2020,Kings,2663,31969,5103,62348
04/14/2020,Lewis,0,7,0,180
04/14/2020,Livingston,0,31,8,365
04/14/2020,Madison,1,105,4,757
04/14/2020,Monroe,34,884,353,7951
04/14/2020,Montgomery,0,32,0,331
04/14/2020,Nassau,1465,26715,3155,59462
04/14/2020,New York,1737,16617,4068,40517
04/14/2020,Niagara,7,204,57,1030
04/14/2020,Oneida,17,246,79,1567
04/14/2020,Onondaga,18,449,219,6226
04/14/2020,Ontario,1,62,25,791
04/14/2020,Orange,138,5716,341,16480
04/14/2020,Orleans,2,33,8,290
04/14/2020,Oswego,1,42,17,919
04/14/2020,Otsego,0,44,14,669
04/14/2020,Putnam,13,571,43,2121
04/14/2020,Queens,1712,36765,3674,67519
04/14/2020,Rensselaer,4,124,42,1853
04/14/2020,Richmond,338,8298,743,18873
04/14/2020,Rockland,139,8474,371,19284
04/14/2020,Saratoga,3,227,71,2904
04/14/2020,Schenectady,2,237,18,2075
04/14/2020,Schoharie,0,20,1,294
04/14/2020,Schuyler,0,6,0,164
04/14/2020,Seneca,0,18,1,234
04/14/2020,St. Lawrence,0,92,7,1046
04/14/2020,Steuben,4,151,24,843
04/14/2020,Suffolk,816,23278,2135,54511
04/14/2020,Sullivan,9,424,37,2089
04/14/2020,Tioga,1,25,14,373
04/14/2020,Tompkins,3,115,44,2501
04/14/2020,Ulster,43,733,259,4549
04/14/2020,Warren,0,77,7,731
04/14/2020,Washington,2,42,8,490
04/14/2020,Wayne,0,48,20,683
04/14/2020,Westchester,756,20947,2019,62626
04/14/2020,Wyoming,2,34,9,277
04/14/2020,Yates,0,6,5,123
04/13/2020,Albany,36,535,216,5756
04/13/2020,Allegany,2,28,14,294
04/13/2020,Bronx,1061,23266,2294,45492
04/13/2020,Broome,13,146,90,1038
04/13/2020,Cattaraugus,4,32,13,383
04/13/2020,Cayuga,3,33,52,567
04/13/2020,Chautauqua,0,23,8,505
04/13/2020,Chemung,4,64,40,782
04/13/2020,Chenango,3,68,36,397
04/13/2020,Clinton,1,45,23,443
04/13/2020,Columbia,4,84,30,703
04/13/2020,Cortland,2,22,38,761
04/13/2020,Delaware,3,45,48,378
04/13/2020,Dutchess,53,1934,566,8342
04/13/2020,Erie,44,1668,223,6952
04/13/2020,Essex,0,12,24,179
04/13/2020,Franklin,1,13,13,212
04/13/2020,Fulton,1,22,75,384
04/13/2020,Genesee,5,76,34,518
04/13/2020,Greene,21,66,93,544
04/13/2020,Hamilton,0,3,0,20
04/13/2020,Herkimer,1,39,26,390
04/13/2020,Jefferson,1,47,37,1060
04/13/2020,Kings,902,29306,2055,57245
04/13/2020,Lewis,1,7,11,180
04/13/2020,Livingston,1,31,20,357
04/13/2020,Madison,3,104,50,753
04/13/2020,Monroe,27,850,304,7598
04/13/2020,Montgomery,3,32,56,331
04/13/2020,Nassau,892,25250,2283,56307
04/13/2020,New York,379,14880,1206,36449
04/13/2020,Niagara,8,197,48,973
04/13/2020,Oneida,23,229,100,1488
04/13/2020,Onondaga,15,431,120,6007
04/13/2020,Ontario,4,61,48,766
04/13/2020,Orange,396,5578,1161,16139
04/13/2020,Orleans,5,31,18,282
04/13/2020,Oswego,3,41,74,902
04/13/2020,Otsego,1,44,90,655
04/13/2020,Putnam,56,558,217,2078
04/13/2020,Queens,1068,35053,2430,63845
04/13/2020,Rensselaer,7,120,79,1811
04/13/2020,Richmond,292,7960,725,18130
04/13/2020,Rockland,370,8335,779,18913
04/13/2020,Saratoga,23,224,193,2833
04/13/2020,Schenectady,31,235,232,2057
04/13/2020,Schoharie,8,20,59,293
04/13/2020,Schuyler,1,6,11,164
04/13/2020,Seneca,2,18,33,233
04/13/2020,St. Lawrence,3,92,29,1039
04/13/2020,Steuben,24,147,90,819
04/13/2020,Suffolk,819,22462,2246,52376
04/13/2020,Sullivan,35,415,133,2052
04/13/2020,Tioga,4,24,52,359
04/13/2020,Tompkins,2,112,104,2457
04/13/2020,Ulster,60,690,424,4290
04/13/2020,Warren,29,77,67,724
04/13/2020,Washington,3,40,36,482
04/13/2020,Wayne,6,48,39,663
04/13/2020,Westchester,405,20191,1145,60607
04/13/2020,Wyoming,1,32,21,268
04/13/2020,Yates,2,6,5,118
04/12/2020,Albany,21,499,193,5540
04/12/2020,Allegany,0,26,5,280
04/12/2020,Bronx,764,22205,1623,43198
04/12/2020,Broome,7,133,39,948
04/12/2020,Cattaraugus,0,28,6,370
04/12/2020,Cayuga,1,30,5,515
04/12/2020,Chautauqua,1,23,25,497
04/12/2020,Chemung,0,60,9,742
04/12/2020,Chenango,2,65,17,361
04/12/2020,Clinton,1,44,9,420
04/12/2020,Columbia,1,80,27,673
04/12/2020,Cortland,2,20,18,723
04/12/2020,Delaware,3,42,14,330
04/12/2020,Dutchess,43,1881,499,7776
04/12/2020,Erie,53,1624,182,6729
04/12/2020,Essex,0,12,5,155
04/12/2020,Franklin,0,12,6,199
04/12/2020,Fulton,0,21,7,309
04/12/2020,Genesee,2,71,7,484
04/12/2020,Greene,1,45,14,451
04/12/2020,Hamilton,0,3,1,20
04/12/2020,Herkimer,1,38,29,364
04/12/2020,Jefferson,0,46,24,1023
04/12/2020,Kings,933,28404,2029,55190
04/12/2020,Lewis,0,6,3,169
04/12/2020,Livingston,0,30,5,337
04/12/2020,Madison,0,101,7,703
04/12/2020,Monroe,25,823,157,7294
04/12/2020,Montgomery,0,29,2,275
04/12/2020,Nassau,805,24358,2072,54024
04/12/2020,New York,356,14501,1033,35243
04/12/2020,Niagara,6,189,29,925
04/12/2020,Oneida,11,206,61,1388
04/12/2020,Onondaga,19,416,142,5887
04/12/2020,Ontario,0,57,12,718
04/12/2020,Orange,155,5182,492,14978
04/12/2020,Orleans,1,26,6,264
04/12/2020,Oswego,0,38,10,828
04/12/2020,Otsego,0,43,35,565
04/12/2020,Putnam,5,502,8,1861
04/12/2020,Queens,1150,33985,2481,61415
04/12/2020,Rensselaer,8,113,61,1732
04/12/2020,Richmond,352,7668,887,17405
04/12/2020,Rockland,244,7965,586,18134
04/12/2020,Saratoga,5,201,61,2640
04/12/2020,Schenectady,5,204,27,1825
04/12/2020,Schoharie,0,12,4,234
04/12/2020,Schuyler,0,5,1,153
04/12/2020,Seneca,0,16,1,200
04/12/2020,St. Lawrence,4,89,47,1010
04/12/2020,Steuben,2,123,10,729
04/12/2020,Suffolk,827,21643,2164,50130
04/12/2020,Sullivan,22,380,73,1919
04/12/2020,Tioga,1,20,3,307
04/12/2020,Tompkins,1,110,31,2353
04/12/2020,Ulster,18,630,242,3866
04/12/2020,Warren,2,48,18,657
04/12/2020,Washington,3,37,15,446
04/12/2020,Wayne,0,42,8,624
04/12/2020,Westchester,473,19786,1163,59462
04/12/2020,Wyoming,0,31,2,247
04/12/2020,Yates,1,4,4,113
04/11/2020,Albany,32,478,223,5347
04/11/2020,Allegany,0,26,11,275
04/11/2020,Bronx,964,21441,2081,41575
04/11/2020,Broome,9,126,60,909
04/11/2020,Cattaraugus,9,28,32,364
04/11/2020,Cayuga,1,29,8,510
04/11/2020,Chautauqua,1,22,39,472
04/11/2020,Chemung,0,60,6,733
04/11/2020,Chenango,2,63,12,344
04/11/2020,Clinton,0,43,25,411
04/11/2020,Columbia,2,79,35,646
04/11/2020,Cortland,1,18,18,705
04/11/2020,Delaware,0,39,10,316
04/11/2020,Dutchess,94,1838,431,7277
04/11/2020,Erie,99,1571,317,6547
04/11/2020,Essex,0,12,12,150
04/11/2020,Franklin,1,12,8,193
04/11/2020,Fulton,0,21,11,302
04/11/2020,Genesee,2,69,19,477
04/11/2020,Greene,7,44,40,437
04/11/2020,Hamilton,0,3,0,19
04/11/2020,Herkimer,0,37,11,335
04/11/2020,Jefferson,2,46,47,999
04/11/2020,Kings,1228,27471,2670,53161
04/11/2020,Lewis,0,6,6,166
04/11/2020,Livingston,0,30,6,332
04/11/2020,Madison,2,101,9,696
04/11/2020,Monroe,31,798,220,7137
04/11/2020,Montgomery,0,29,1,273
04/11/2020,Nassau,969,23553,2307,51952
04/11/2020,New York,708,14145,1783,34210
04/11/2020,Niagara,16,183,62,896
04/11/2020,Oneida,14,195,83,1327
04/11/2020,Onondaga,17,397,169,5745
04/11/2020,Ontario,1,57,27,706
04/11/2020,Orange,180,5027,563,14486
04/11/2020,Orleans,1,25,7,258
04/11/2020,Oswego,1,38,15,818
04/11/2020,Otsego,0,43,15,530
04/11/2020,Putnam,3,497,12,1853
04/11/2020,Queens,1544,32835,3219,58934
04/11/2020,Rensselaer,9,105,65,1671
04/11/2020,Richmond,456,7316,1030,16518
04/11/2020,Rockland,244,7721,569,17548
04/11/2020,Saratoga,9,196,88,2579
04/11/2020,Schenectady,5,199,27,1798
04/11/2020,Schoharie,0,12,2,230
04/11/2020,Schuyler,0,5,1,152
04/11/2020,Seneca,0,16,3,199
04/11/2020,St. Lawrence,5,85,65,963
04/11/2020,Steuben,2,121,12,719
04/11/2020,Suffolk,933,20816,2215,47966
04/11/2020,Sullivan,18,358,65,1846
04/11/2020,Tioga,0,19,8,304
04/11/2020,Tompkins,1,109,77,2322
04/11/2020,Ulster,23,612,239,3624
04/11/2020,Warren,2,46,20,639
04/11/2020,Washington,3,34,18,431
04/11/2020,Wayne,0,42,7,616
04/11/2020,Westchester,584,19313,1472,58299
04/11/2020,Wyoming,0,31,2,245
04/11/2020,Yates,1,3,6,109
04/10/2020,Albany,20,446,159,5124
04/10/2020,Allegany,0,26,16,264
04/10/2020,Bronx,1317,20477,2580,39494
04/10/2020,Broome,5,117,31,849
04/10/2020,Cattaraugus,1,19,7,332
04/10/2020,Cayuga,1,28,5,502
04/10/2020,Chautauqua,1,21,67,433
04/10/2020,Chemung,1,60,26,727
04/10/2020,Chenango,1,61,17,332
04/10/2020,Clinton,0,43,23,386
04/10/2020,Columbia,3,77,30,611
04/10/2020,Cortland,0,17,20,687
04/10/2020,Delaware,0,39,17,306
04/10/2020,Dutchess,146,1744,584,6846
04/10/2020,Erie,63,1472,297,6230
04/10/2020,Essex,2,12,4,138
04/10/2020,Franklin,0,11,5,185
04/10/2020,Fulton,3,21,17,291
04/10/2020,Genesee,2,67,18,458
04/10/2020,Greene,3,37,27,397
04/10/2020,Hamilton,0,3,1,19
04/10/2020,Herkimer,1,37,12,324
04/10/2020,Jefferson,1,44,43,952
04/10/2020,Kings,1528,26243,2887,50491
04/10/2020,Lewis,0,6,0,160
04/10/2020,Livingston,1,30,7,326
04/10/2020,Madison,0,99,7,687
04/10/2020,Monroe,25,767,284,6917
04/10/2020,Montgomery,0,29,8,272
04/10/2020,Nassau,1072,22584,2527,49645
04/10/2020,New York,715,13437,1685,32427
04/10/2020,Niagara,11,167,46,834
04/10/2020,Oneida,9,181,42,1244
04/10/2020,Onondaga,11,380,116,5576
04/10/2020,Ontario,5,56,39,679
04/10/2020,Orange,315,4847,879,13923
04/10/2020,Orleans,0,24,3,251
04/10/2020,Oswego,1,37,12,803
04/10/2020,Otsego,2,43,34,515
04/10/2020,Putnam,7,494,18,1841
04/10/2020,Queens,1988,31291,3803,55715
04/10/2020,Rensselaer,5,96,40,1606
04/10/2020,Richmond,376,6860,807,15488
04/10/2020,Rockland,355,7477,785,16979
04/10/2020,Saratoga,5,187,68,2491
04/10/2020,Schenectady,3,194,24,1771
04/10/2020,Schoharie,0,12,5,228
04/10/2020,Schuyler,0,5,7,151
04/10/2020,Seneca,1,16,5,196
04/10/2020,St. Lawrence,2,80,19,898
04/10/2020,Steuben,2,119,28,707
04/10/2020,Suffolk,1191,19883,2556,45751
