pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
11,Prince Edward Island,Île-du-Prince-Édouard,02-11-2020,,64,0,0,64,48751,,64,100.00,305410,,0,0.00,40.09,0.00,0,0.00,227,,0,0.00,0,0.00,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,02-11-2020,,23,0,1,23,4053,,17,73.91,96381,,0,0.00,54.69,2.38,0,4.35,0,,0,21.74,5,11.89,6,14.27,1,2.38,1,2.38,1,2.38,0,0.34,0,0.34
61,Northwest Territories,Territoires du Nord-Ouest,02-11-2020,,10,0,0,10,5523,,8,80.00,122296,,0,0.00,22.14,0.00,0,0.00,36,,0,20.00,2,4.43,5,11.07,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00
62,Nunavut,Nunavut,02-11-2020,,0,0,0,0,3060,,0,N/A,77758,,0,0.00,0.00,0.00,0,,50,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,02-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,02-11-2020,,241961,0,10243,241961,9597564,,200052,82.68,252533,,3273,1.37,636.65,26.95,29,4.23,48806,,2323,13.09,31666,83.32,40524,106.63,430,1.13,21748,57.22,235,0.62,3107,8.17,34,0.09
59,British Columbia,Colombie-Britannique,03-11-2020,,15800,0,272,15800,631073,,12430,78.67,122593,,299,1.93,306.93,5.28,3,1.72,14299,,223,19.61,3098,60.18,3946,76.66,18,0.35,2212,42.97,13,0.25,316,6.14,2,0.04
48,Alberta,Alberta,03-11-2020,,29932,0,338,29932,1288349,,23484,78.46,291358,,570,1.94,676.91,7.64,15,1.13,21031,,1315,20.41,6110,138.18,6936,156.86,45,1.02,3777,85.42,29,0.66,540,12.20,4,0.09
47,Saskatchewan,Saskatchewan,03-11-2020,,3373,0,25,3373,214257,,2506,74.30,181777,,81,2.46,286.17,2.12,0,0.74,1325,,97,24.96,842,71.44,934,79.24,0,0.00,532,45.14,0,0.00,76,6.45,0,0.00
46,Manitoba,Manitoba,03-11-2020,,6377,0,85,6377,259492,,2797,43.86,188138,,102,1.63,462.35,6.16,5,1.33,2833,,57,54.81,3495,253.40,2886,209.24,43,3.12,1845,133.77,27,1.96,264,19.11,4,0.28
35,Ontario,Ontario,03-11-2020,,78705,0,3201,78705,5030198,,67244,85.44,341400,,1050,1.35,534.17,21.73,14,4.07,24451,,837,10.49,8260,56.06,12809,86.93,113,0.77,6654,45.16,63,0.43,951,6.45,9,0.06
24,Quebec,Québec,03-11-2020,,108889,0,6317,108889,1925195,,93316,85.70,224524,,871,0.81,1269.91,73.67,34,5.80,0,,920,8.50,9256,107.95,13673,159.46,262,3.06,7004,81.68,145,1.69,1001,11.67,21,0.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-11-2020,,291,0,4,291,53195,,284,97.59,101886,,0,0.00,55.74,0.77,0,1.37,351,,0,1.03,3,0.57,4,0.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,03-11-2020,,344,0,6,344,85026,,309,89.83,108802,,0,0.00,44.02,0.77,0,1.74,331,,4,8.43,29,3.71,31,3.97,3,0.38,10,1.28,0,0.00,1,0.18,0,0.00
12,Nova Scotia,Nouvelle-Écosse,03-11-2020,,1114,0,65,1114,114392,,1033,92.73,116804,,1,0.09,113.75,6.64,0,5.83,455,,0,1.44,16,1.63,17,1.74,0,0.00,12,1.23,0,0.00,2,0.18,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,03-11-2020,,64,0,0,64,49094,,64,100.00,307558,,0,0.00,40.09,0.00,0,0.00,343,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,03-11-2020,,23,0,1,23,4092,,20,86.96,97308,,0,0.00,54.69,2.38,0,4.35,39,,3,8.70,2,4.76,6,14.27,1,2.38,1,2.38,1,2.38,0,0.34,0,0.34
61,Northwest Territories,Territoires du Nord-Ouest,03-11-2020,,10,0,0,10,5556,,9,90.00,123027,,0,0.00,22.14,0.00,0,0.00,33,,1,10.00,1,2.21,5,11.07,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00
62,Nunavut,Nunavut,03-11-2020,,0,0,0,0,3060,,0,N/A,77758,,0,0.00,0.00,0.00,0,,0,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,03-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,03-11-2020,,244935,0,10314,244935,9663055,,203509,83.09,254256,,2974,1.23,644.48,27.14,71,4.21,65491,,3457,12.70,31112,81.86,41247,108.53,485,1.28,22048,58.01,278,0.73,3150,8.29,40,0.10
59,British Columbia,Colombie-Britannique,04-11-2020,,16135,0,273,16135,634523,,12659,78.46,123263,,335,2.12,313.44,5.30,1,1.69,3450,,229,19.85,3203,62.22,4078,79.22,17,0.33,2260,43.90,12,0.23,323,6.27,2,0.03
48,Alberta,Alberta,04-11-2020,,30447,0,343,30447,1290323,,23874,78.41,291804,,515,1.72,688.55,7.76,5,1.13,1974,,390,20.46,6230,140.89,7045,159.32,47,1.06,3882,87.79,30,0.68,555,12.54,4,0.10
47,Saskatchewan,Saskatchewan,04-11-2020,,3408,0,25,3408,214932,,2584,75.82,182350,,35,1.04,289.14,2.12,0,0.73,675,,78,23.44,799,67.79,912,77.37,0,0.00,500,42.42,0,0.00,71,6.06,0,0.00
46,Manitoba,Manitoba,04-11-2020,,6751,0,87,6751,262762,,2892,42.84,190509,,374,5.86,489.46,6.31,2,1.29,3270,,95,55.87,3772,273.48,3125,226.57,44,3.19,2050,148.63,26,1.89,293,21.23,4,0.27
35,Ontario,Ontario,04-11-2020,,79692,0,3217,79692,5057832,,68189,85.57,343276,,987,1.25,540.87,21.83,16,4.04,27634,,945,10.40,8286,56.24,13006,88.27,120,0.81,6807,46.20,74,0.50,972,6.60,11,0.07
24,Quebec,Québec,04-11-2020,,109918,0,6350,109918,1923098,,94101,85.61,224279,,1029,0.94,1281.91,74.06,33,5.78,-2097,,785,8.61,9467,110.41,13630,158.96,276,3.22,7104,82.85,161,1.88,1015,11.84,23,0.27
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-11-2020,,292,0,4,292,53472,,285,97.60,102417,,1,0.34,55.93,0.77,0,1.37,277,,1,1.03,3,0.57,5,0.96,0,0.00,1,0.19,0,0.00,0,0.03,0,0.00
13,New Brunswick,Nouveau-Brunswick,04-11-2020,,347,0,6,347,85762,,313,90.20,109744,,3,0.87,44.40,0.77,0,1.73,736,,4,8.07,28,3.58,28,3.58,2,0.26,10,1.28,0,0.00,1,0.18,0,0.00
12,Nova Scotia,Nouvelle-Écosse,04-11-2020,,1118,0,65,1118,115229,,1034,92.49,117659,,4,0.36,114.16,6.64,0,5.81,837,,1,1.70,19,1.94,21,2.14,0,0.00,16,1.63,0,0.00,2,0.23,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,04-11-2020,,64,0,0,64,49452,,64,100.00,309801,,0,0.00,40.09,0.00,0,0.00,358,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,04-11-2020,,23,0,1,23,4114,,20,86.96,97831,,0,0.00,54.69,2.38,0,4.35,22,,0,8.70,2,4.76,6,14.27,1,2.38,1,2.38,1,2.38,0,0.34,0,0.34
61,Northwest Territories,Territoires du Nord-Ouest,04-11-2020,,10,0,0,10,5603,,9,90.00,124067,,0,0.00,22.14,0.00,0,0.00,47,,0,10.00,1,2.21,2,4.43,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00
62,Nunavut,Nunavut,04-11-2020,,0,0,0,0,3092,,0,N/A,78571,,0,0.00,0.00,0.00,0,,32,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,04-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,04-11-2020,,248218,0,10371,248218,9700270,,206037,83.01,255235,,3283,1.34,653.12,27.29,57,4.18,37215,,2528,12.82,31810,83.70,41858,110.14,507,1.33,22632,59.55,304,0.80,3233,8.51,43,0.11
59,British Columbia,Colombie-Britannique,05-11-2020,,16560,0,273,16560,640454,,12806,77.33,124415,,425,2.63,321.70,5.30,0,1.65,5931,,147,21.02,3481,67.62,4229,82.15,17,0.33,2451,47.61,11,0.21,350,6.80,2,0.03
48,Alberta,Alberta,05-11-2020,,31249,0,343,31249,1295038,,23874,76.40,292871,,802,2.63,706.69,7.76,0,1.10,4715,,0,22.50,7032,159.03,7420,167.80,47,1.06,4207,95.14,25,0.57,601,13.59,4,0.08
47,Saskatchewan,Saskatchewan,05-11-2020,,3536,0,25,3536,216492,,2634,74.49,183673,,128,3.76,300.00,2.12,0,0.71,1560,,50,24.80,877,74.41,978,82.97,0,0.00,546,46.32,0,0.00,78,6.62,0,0.00
46,Manitoba,Manitoba,05-11-2020,,7177,0,91,7177,267090,,2920,40.69,193647,,426,6.31,520.35,6.60,4,1.27,4328,,28,58.05,4166,302.05,3404,246.80,44,3.19,2283,165.52,29,2.10,326,23.65,4,0.30
35,Ontario,Ontario,05-11-2020,,80690,0,3230,80690,5092417,,69137,85.68,345623,,998,1.25,547.64,21.92,13,4.00,34585,,948,10.31,8323,56.49,13163,89.34,124,0.84,6871,46.63,77,0.52,982,6.66,11,0.07
24,Quebec,Québec,05-11-2020,,111056,0,6378,111056,1933553,,94884,85.44,225499,,1138,1.04,1295.18,74.38,28,5.74,10455,,783,8.82,9794,114.22,13735,160.18,284,3.31,7212,84.11,164,1.91,1030,12.02,23,0.27
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-11-2020,,294,0,4,294,53851,,285,96.94,103142,,2,0.68,56.31,0.77,0,1.36,379,,0,1.70,5,0.96,6,1.15,0,0.00,3,0.57,0,0.00,0,0.08,0,0.00
13,New Brunswick,Nouveau-Brunswick,05-11-2020,,349,0,6,349,86166,,315,90.26,110261,,2,0.58,44.66,0.77,0,1.72,404,,2,8.02,28,3.58,27,3.46,2,0.26,8,1.02,0,0.00,1,0.15,0,0.00
12,Nova Scotia,Nouvelle-Écosse,05-11-2020,,1119,0,65,1119,115801,,1036,92.58,118243,,1,0.09,114.26,6.64,0,5.81,572,,2,1.61,18,1.84,22,2.25,0,0.00,17,1.74,0,0.00,2,0.25,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,05-11-2020,,64,0,0,64,49759,,64,100.00,311724,,0,0.00,40.09,0.00,0,0.00,307,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,05-11-2020,,23,0,1,23,4155,,20,86.96,98806,,0,0.00,54.69,2.38,0,4.35,41,,0,8.70,2,4.76,6,14.27,1,2.38,0,0.00,1,2.38,0,0.00,0,0.34
61,Northwest Territories,Territoires du Nord-Ouest,05-11-2020,,10,0,0,10,5624,,10,100.00,124532,,0,0.00,22.14,0.00,0,0.00,21,,1,0.00,0,0.00,2,4.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,05-11-2020,,0,0,0,0,3115,,0,N/A,79155,,0,0.00,0.00,0.00,0,,23,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,05-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,05-11-2020,,252140,0,10416,252140,9763591,,207998,82.49,256901,,3922,1.58,663.43,27.41,45,4.13,63321,,1961,13.38,33726,88.74,42992,113.12,519,1.37,23598,62.09,307,0.81,3371,8.87,44,0.12
59,British Columbia,Colombie-Britannique,06-11-2020,,17149,0,275,17149,646823,,13035,76.01,125653,,589,3.56,333.14,5.34,2,1.60,6369,,229,22.39,3839,74.58,4595,89.26,19,0.37,2768,53.77,12,0.23,395,7.68,2,0.03
48,Alberta,Alberta,06-11-2020,,31858,0,352,31858,1295038,,24684,77.48,292871,,609,1.95,720.46,7.96,9,1.10,0,,810,21.41,6822,154.28,7597,171.80,52,1.18,4194,94.85,29,0.66,599,13.55,4,0.09
47,Saskatchewan,Saskatchewan,06-11-2020,,3623,0,25,3623,217915,,2687,74.17,184880,,87,2.46,307.38,2.12,0,0.69,1423,,53,25.14,911,77.29,1032,87.56,0,0.00,557,47.26,0,0.00,80,6.75,0,0.00
46,Manitoba,Manitoba,06-11-2020,,7419,0,96,7419,270689,,3037,40.94,196256,,242,3.37,537.90,6.96,5,1.29,3599,,117,57.77,4286,310.75,3484,252.60,48,3.48,2045,148.27,31,2.25,292,21.18,4,0.32
35,Ontario,Ontario,06-11-2020,,81693,0,3244,81693,5132335,,70086,85.79,348332,,1003,1.24,554.45,22.02,14,3.97,39918,,949,10.24,8363,56.76,13340,90.54,129,0.88,6978,47.36,82,0.56,997,6.77,12,0.08
24,Quebec,Québec,06-11-2020,,112189,0,6403,112189,1943833,,95956,85.53,226697,,1133,1.02,1308.39,74.67,25,5.71,10280,,1072,8.76,9830,114.64,13963,162.84,297,3.46,7237,84.40,172,2.01,1034,12.06,25,0.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-11-2020,,294,0,4,294,54197,,285,96.94,103805,,0,0.00,56.31,0.77,0,1.36,346,,0,1.70,5,0.96,6,1.15,0,0.00,3,0.57,0,0.00,0,0.08,0,0.00
13,New Brunswick,Nouveau-Brunswick,06-11-2020,,350,0,6,350,86558,,320,91.43,110762,,1,0.29,44.79,0.77,0,1.71,392,,5,6.86,24,3.07,26,3.33,2,0.26,8,1.02,0,0.00,1,0.15,0,0.00
12,Nova Scotia,Nouvelle-Écosse,06-11-2020,,1121,0,65,1121,116497,,1040,92.77,118953,,2,0.18,114.46,6.64,0,5.80,696,,4,1.43,16,1.63,24,2.45,0,0.00,17,1.74,0,0.00,2,0.25,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,06-11-2020,,66,0,0,66,50066,,64,96.97,313648,,2,3.13,41.35,0.00,0,0.00,307,,0,3.03,2,1.25,2,1.25,0,0.00,2,1.25,0,0.00,0,0.18,0,0.00
60,Yukon,Yukon,06-11-2020,,23,0,1,23,4164,,20,86.96,99020,,0,0.00,54.69,2.38,0,4.35,9,,0,8.70,2,4.76,6,14.27,1,2.38,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,06-11-2020,,10,0,0,10,5656,,10,100.00,125241,,0,0.00,22.14,0.00,0,0.00,32,,0,0.00,0,0.00,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,06-11-2020,,1,0,0,1,3139,,0,0.00,79765,,1,0.00,2.54,0.00,0,0.00,24,,0,100.00,1,2.54,1,2.54,0,0.00,1,2.54,0,0.00,0,0.36,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,06-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,06-11-2020,,255809,0,10471,255809,9826986,,211237,82.58,258569,,3669,1.46,673.09,27.55,55,4.09,63395,,3239,13.33,34101,89.73,44077,115.98,548,1.44,23810,62.65,326,0.86,3401,8.95,47,0.12
59,British Columbia,Colombie-Britannique,07-11-2020,,17716,0,276,17716,652024,,13035,73.58,126663,,567,3.31,344.15,5.36,1,1.56,5201,,0,24.86,4405,85.57,5162,100.28,20,0.39,2983,57.95,13,0.25,426,8.28,2,0.04
48,Alberta,Alberta,07-11-2020,,32777,0,357,32777,1295038,,24684,75.31,292871,,919,2.88,741.25,8.07,5,1.09,0,,0,23.60,7736,174.95,8516,192.59,57,1.29,4532,102.49,34,0.77,647,14.64,5,0.11
47,Saskatchewan,Saskatchewan,07-11-2020,,3738,0,27,3738,219793,,2726,72.93,186474,,115,3.17,317.13,2.29,2,0.72,1878,,39,26.35,985,83.57,1069,90.69,2,0.17,594,50.40,2,0.17,85,7.20,0,0.02
46,Manitoba,Manitoba,07-11-2020,,7689,0,103,7689,270689,,3126,40.66,196256,,270,3.64,557.47,7.47,7,1.34,0,,89,58.00,4460,323.36,3601,261.08,53,3.84,1966,142.54,36,2.61,281,20.36,5,0.37
35,Ontario,Ontario,07-11-2020,,82825,0,3255,82825,5170219,,70938,85.65,350904,,1132,1.39,562.13,22.09,11,3.93,37884,,852,10.42,8632,58.59,13494,91.58,134,0.91,7095,48.15,84,0.57,1014,6.88,12,0.08
24,Quebec,Québec,07-11-2020,,113423,0,6431,113423,1954317,,96831,85.37,227920,,1234,1.10,1322.78,75.00,28,5.67,10484,,875,8.96,10161,118.50,14188,165.47,299,3.49,7407,86.38,185,2.16,1058,12.34,26,0.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-11-2020,,296,0,4,296,54439,,286,96.62,104269,,2,0.68,56.69,0.77,0,1.35,242,,1,2.03,6,1.15,7,1.34,0,0.00,5,0.96,0,0.00,1,0.14,0,0.00
13,New Brunswick,Nouveau-Brunswick,07-11-2020,,353,0,6,353,87001,,321,90.93,111329,,3,0.86,45.17,0.77,0,1.70,443,,1,7.37,26,3.33,27,3.46,2,0.26,10,1.28,0,0.00,1,0.18,0,0.00
12,Nova Scotia,Nouvelle-Écosse,07-11-2020,,1125,0,65,1125,117501,,1040,92.44,119978,,4,0.36,114.87,6.64,0,5.78,1004,,0,1.78,20,2.04,25,2.55,0,0.00,16,1.63,0,0.00,2,0.23,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,07-11-2020,,66,0,0,66,50526,,64,96.97,316529,,0,0.00,41.35,0.00,0,0.00,460,,0,3.03,2,1.25,2,1.25,0,0.00,2,1.25,0,0.00,0,0.18,0,0.00
60,Yukon,Yukon,07-11-2020,,23,0,1,23,4164,,20,86.96,99020,,0,0.00,54.69,2.38,0,4.35,0,,0,8.70,2,4.76,3,7.13,1,2.38,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,07-11-2020,,10,0,0,10,5656,,10,100.00,125241,,0,0.00,22.14,0.00,0,0.00,0,,0,0.00,0,0.00,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,07-11-2020,,1,0,0,1,3139,,0,0.00,79765,,0,0.00,2.54,0.00,0,0.00,0,,0,100.00,1,2.54,1,2.54,0,0.00,1,2.54,0,0.00,0,0.36,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,07-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,07-11-2020,,260055,0,10525,260055,9884582,,213094,81.94,260085,,4246,1.66,684.26,27.69,54,4.05,57596,,1857,14.01,36436,95.87,46096,121.29,568,1.49,24611,64.76,354,0.93,3516,9.25,51,0.13
59,British Columbia,Colombie-Britannique,08-11-2020,,18252,0,276,18252,652024,,13035,71.42,126663,,536,3.03,354.57,5.36,0,1.51,0,,0,27.07,4941,95.98,5698,110.69,20,0.39,3130,60.80,13,0.25,447,8.69,2,0.04
48,Alberta,Alberta,08-11-2020,,33504,0,363,33504,1295038,,24684,73.67,292871,,727,2.22,757.69,8.21,6,1.08,0,,0,25.24,8457,191.25,9243,209.03,63,1.42,4734,107.06,40,0.90,676,15.29,6,0.13
47,Saskatchewan,Saskatchewan,08-11-2020,,3897,0,28,3897,221644,,2747,70.49,188044,,159,4.25,330.62,2.38,1,0.72,1851,,21,28.79,1122,95.19,1168,99.09,3,0.25,679,57.61,3,0.25,97,8.23,0,0.04
46,Manitoba,Manitoba,08-11-2020,,8130,0,106,8130,270689,,3175,39.05,196256,,441,5.74,589.45,7.69,3,1.30,0,,49,59.64,4849,351.56,3881,281.38,52,3.77,2096,151.97,31,2.25,299,21.71,4,0.32
35,Ontario,Ontario,08-11-2020,,84153,0,3268,84153,5206568,,71815,85.34,353371,,1328,1.60,571.15,22.18,13,3.88,36349,,877,10.78,9070,61.56,13780,93.53,140,0.95,7446,50.54,88,0.60,1064,7.22,13,0.09
24,Quebec,Québec,08-11-2020,,114820,0,6440,114820,1965445,,97789,85.17,229218,,1397,1.23,1339.08,75.11,9,5.61,11128,,958,9.22,10591,123.52,14706,171.51,297,3.46,7839,91.42,168,1.96,1120,13.06,24,0.28
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-11-2020,,297,0,4,297,54686,,286,96.30,104742,,1,0.34,56.89,0.77,0,1.35,247,,0,2.36,7,1.34,7,1.34,0,0.00,6,1.15,0,0.00,1,0.16,0,0.00
13,New Brunswick,Nouveau-Brunswick,08-11-2020,,354,0,6,354,87272,,324,91.53,111676,,1,0.28,45.30,0.77,0,1.69,271,,3,6.78,24,3.07,26,3.33,0,0.00,10,1.28,0,0.00,1,0.18,0,0.00
12,Nova Scotia,Nouvelle-Écosse,08-11-2020,,1128,0,65,1128,118072,,1043,92.46,120561,,3,0.27,115.18,6.64,0,5.76,571,,3,1.77,20,2.04,28,2.86,0,0.00,17,1.74,0,0.00,2,0.25,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,08-11-2020,,66,0,0,66,50748,,64,96.97,317920,,0,0.00,41.35,0.00,0,0.00,222,,0,3.03,2,1.25,2,1.25,0,0.00,2,1.25,0,0.00,0,0.18,0,0.00
60,Yukon,Yukon,08-11-2020,,23,0,1,23,4164,,20,86.96,99020,,0,0.00,54.69,2.38,0,4.35,0,,0,8.70,2,4.76,3,7.13,1,2.38,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,08-11-2020,,10,0,0,10,5656,,10,100.00,125241,,0,0.00,22.14,0.00,0,0.00,0,,0,0.00,0,0.00,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,08-11-2020,,2,0,0,2,3139,,0,0.00,79765,,1,100.00,5.08,0.00,0,0.00,0,,0,100.00,2,5.08,2,5.08,0,0.00,2,5.08,0,0.00,0,0.73,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,08-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,08-11-2020,,264649,0,10557,264649,9935221,,215005,81.24,261417,,4594,1.77,696.35,27.78,32,3.99,50639,,1911,14.77,39087,102.85,48545,127.73,576,1.52,25961,68.31,343,0.90,3709,9.76,49,0.13
59,British Columbia,Colombie-Britannique,09-11-2020,,18714,0,281,18714,652024,,13425,71.74,126663,,462,2.53,363.54,5.46,5,1.50,0,,390,26.76,5008,97.29,5343,103.79,22,0.43,3213,62.42,12,0.23,459,8.92,2,0.03
48,Alberta,Alberta,09-11-2020,,34160,0,369,34160,1295038,,25826,75.60,292871,,656,1.96,772.52,8.34,6,1.08,0,,1142,23.32,7965,180.13,8427,190.58,62,1.40,4798,108.51,46,1.04,685,15.50,7,0.15
47,Saskatchewan,Saskatchewan,09-11-2020,,4087,0,29,4087,223259,,2769,67.75,189414,,190,4.88,346.74,2.46,1,0.71,1615,,22,31.54,1289,109.36,1304,110.63,4,0.34,795,67.45,4,0.34,114,9.64,1,0.05
46,Manitoba,Manitoba,09-11-2020,,8495,0,109,8495,281773,,3234,38.07,204292,,365,4.49,615.91,7.90,3,1.28,11084,,59,60.65,5152,373.53,4146,300.60,54,3.92,2220,160.96,29,2.10,317,22.99,4,0.30
35,Ontario,Ontario,09-11-2020,,85395,0,3280,85395,5234040,,72636,85.06,355235,,1242,1.48,579.58,22.26,12,3.84,27472,,821,11.10,9479,64.33,14171,96.18,146,0.99,7740,52.53,93,0.63,1106,7.50,13,0.09
24,Quebec,Québec,09-11-2020,,115989,0,6455,115989,1974619,,98740,85.13,230288,,1169,1.02,1352.71,75.28,15,5.57,9174,,951,9.31,10794,125.88,15067,175.72,302,3.52,7971,92.96,172,2.01,1139,13.28,25,0.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-11-2020,,297,0,4,297,54965,,286,96.30,105276,,0,0.00,56.89,0.77,0,1.35,279,,0,2.36,7,1.34,6,1.15,0,0.00,6,1.15,0,0.00,1,0.16,0,0.00
13,New Brunswick,Nouveau-Brunswick,09-11-2020,,355,0,6,355,87508,,328,92.39,111978,,1,0.28,45.43,0.77,0,1.69,236,,4,5.92,21,2.69,24,3.07,0,0.00,11,1.41,0,0.00,2,0.20,0,0.00
12,Nova Scotia,Nouvelle-Écosse,09-11-2020,,1129,0,65,1129,118827,,1048,92.83,121332,,1,0.09,115.28,6.64,0,5.76,755,,5,1.42,16,1.63,28,2.86,0,0.00,16,1.63,0,0.00,2,0.23,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,09-11-2020,,66,0,0,66,50915,,64,96.97,318966,,0,0.00,41.35,0.00,0,0.00,167,,0,3.03,2,1.25,2,1.25,0,0.00,2,1.25,0,0.00,0,0.18,0,0.00
60,Yukon,Yukon,09-11-2020,,23,0,1,23,4197,,21,91.30,99805,,0,0.00,54.69,2.38,0,4.35,33,,1,4.35,1,2.38,1,2.38,1,2.38,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,09-11-2020,,10,0,0,10,5656,,10,100.00,125241,,0,0.00,22.14,0.00,0,0.00,0,,0,0.00,0,0.00,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,09-11-2020,,2,0,0,2,3172,,0,0.00,80604,,0,0.00,5.08,0.00,0,0.00,33,,0,100.00,2,5.08,2,5.08,0,0.00,2,5.08,0,0.00,0,0.73,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,09-11-2020,,13,0,0,13,76,,13,100.00,,,0,0.00,,,0,0.00,0,,0,0.00,0,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,09-11-2020,,268735,0,10599,268735,9986069,,218400,81.27,262755,,4086,1.54,707.10,27.89,42,3.94,50848,,3395,14.79,39736,104.55,48522,127.67,591,1.56,26774,70.45,356,0.94,3825,10.06,51,0.13
59,British Columbia,Colombie-Britannique,10-11-2020,,19239,0,284,19239,667437,,13704,71.23,129657,,525,2.81,373.74,5.52,3,1.48,15413,,279,27.29,5251,102.01,5651,109.78,25,0.49,3439,66.81,12,0.23,491,9.54,2,0.03
48,Alberta,Alberta,10-11-2020,,34873,0,376,34873,1295038,,26407,75.72,292871,,713,2.09,788.65,8.50,7,1.08,0,,581,23.20,8090,182.95,8718,197.16,67,1.52,4941,111.74,38,0.86,706,15.96,5,0.12
47,Saskatchewan,Saskatchewan,10-11-2020,,4214,0,29,4214,224468,,2880,68.34,190440,,127,3.11,357.52,2.46,0,0.69,1209,,111,30.97,1305,110.72,1373,116.49,4,0.34,841,71.35,4,0.34,120,10.19,1,0.05
